time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.imu.header.seq,.imu.header.stamp.secs,.imu.header.stamp.nsecs,.imu.header.frame_id,.imu.orientation.x,.imu.orientation.y,.imu.orientation.z,.imu.orientation.w,.imu.orientation_covariance,.imu.angular_velocity.x,.imu.angular_velocity.y,.imu.angular_velocity.z,.imu.angular_velocity_covariance,.imu.linear_acceleration.x,.imu.linear_acceleration.y,.imu.linear_acceleration.z,.imu.linear_acceleration_covariance,.mag_field.header.seq,.mag_field.header.stamp.secs,.mag_field.header.stamp.nsecs,.mag_field.header.frame_id,.mag_field.magnetic_field.x,.mag_field.magnetic_field.y,.mag_field.magnetic_field.z,.mag_field.magnetic_field_covariance,.raw_imu_string
2023/03/02/14:13:26.279306,4407,1677784406,275197505,imu1_frame,0,0,0,,0.33106028680487887,-0.5405612651279421,-0.7516839974762014,0.182109233928837,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.137322,0.127089,0.529923,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.824,9.339,-1.045,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1809,0.1953,0.5453,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.304417,4408,1677784406,300389528,imu1_frame,0,0,0,,0.32720438553992803,-0.543807320694588,-0.7498403703579005,0.18695001209932596,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.128856,0.19432,0.570583,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.523,8.577,-2.478,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1811,0.1823,0.5428,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.330994,4409,1677784406,326311588,imu1_frame,0,0,0,,0.3217183243985976,-0.5476822558523287,-0.748284217162639,0.1913431386696671,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.064563,0.063299,0.677074,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.345,8.893,-2.233,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1833,0.1835,0.5494,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.355501,4410,1677784406,351569652,imu1_frame,0,0,0,,0.31668053108774435,-0.5515418887822819,-0.7464663264737132,0.19571154689822667,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.153556,0.157141,0.535215,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.493,9.13,-2.42,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1834,0.1823,0.5467,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.379468,4411,1677784406,375409841,imu1_frame,0,0,0,,0.31217278121067,-0.5551971513151475,-0.7446738440117561,0.19941199534505233,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.146611,0.059083,0.613597,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.06,8.378,-2.646,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1822,0.1835,0.5481,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.420890,4412,1677784406,401241302,imu1_frame,0,0,0,,0.30590871869250025,-0.5598204625317343,-0.7429892234117371,0.20245473433014907,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.031936,0.075916,0.625269,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.853,9.525,-2.069,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1868,0.1776,0.5492,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.429766,4413,1677784406,425138473,imu1_frame,0,0,0,,0.30081474122272384,-0.5632797096367883,-0.7418024938643143,0.20483046714608788,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.059422,0.01503,0.463277,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.04,8.885,-1.955,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1925,0.1742,0.5543,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.455971,4414,1677784406,451384782,imu1_frame,0,0,0,,0.29644928285632627,-0.5666768956450844,-0.7402464384071488,0.20743753050388763,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.155875,0.044297,0.529237,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.705,8.301,-2.209,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1949,0.1671,0.5502,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.479630,4415,1677784406,475421190,imu1_frame,0,0,0,,0.291781307471104,-0.5710167927454775,-0.7380258321550955,0.21005085594898235,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.224363,0.002728,0.513053,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.251,8.824,-2.655,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.1995,0.1613,0.5514,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.505296,4416,1677784406,501216650,imu1_frame,0,0,0,,0.28707683812544776,-0.5753144271793782,-0.7363376310121637,0.21072990306682632,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.087304,0.234907,0.461151,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.321,8.151,-2.923,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2018,0.1578,0.5526,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.529612,4417,1677784406,525500297,imu1_frame,0,0,0,,0.28088540336769796,-0.5801983481730395,-0.7350198838736047,0.21028323105439145,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.151194,0.301797,0.535936,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.207,8.1,-2.456,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2119,0.1556,0.5507,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.555753,4418,1677784406,551140069,imu1_frame,0,0,0,,0.27373780848123214,-0.5857580195790288,-0.7337280442941678,0.2088020874488619,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.085672,0.449537,0.560392,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.184,8.356,-1.689,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2231,0.1535,0.5446,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.579627,4419,1677784406,575171947,imu1_frame,0,0,0,,0.2659964565449122,-0.5913291353563994,-0.732351203717119,0.20793617578067247,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.159888,0.330184,0.636267,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.399,8.576,-1.317,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.23,0.1477,0.5429,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.604715,4420,1677784406,601034164,imu1_frame,0,0,0,,0.2577506259769649,-0.5962681772288091,-0.7312924950690614,0.20794268991331097,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.048258,0.369536,0.712862,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",1.148,7.977,-0.959,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2378,0.1454,0.5438,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.629612,4421,1677784406,625702381,imu1_frame,0,0,0,,0.24833241284840007,-0.6020231415988516,-0.7292648991555842,0.20993298113430525,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.200956,0.159555,0.882576,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.662,9.414,-0.605,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.247,0.1362,0.5353,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.655023,4422,1677784406,651139497,imu1_frame,0,0,0,,0.24019906294955046,-0.6075622346703403,-0.7263112942034438,0.21364560625732393,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.16586,0.100052,0.797295,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.537,9.861,-1.748,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2505,0.1291,0.5365,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.679152,4423,1677784406,675018548,imu1_frame,0,0,0,,0.23177302519630955,-0.6124124520365442,-0.724143865757397,0.2164437919365482,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.135931,0.235573,0.79179,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.098,9.587,-1.997,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2607,0.1222,0.532,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.706406,4424,1677784406,701550960,imu1_frame,0,0,0,,0.22268311067546945,-0.6177032854383536,-0.7218944449916598,0.2184566173608497,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.230646,0.253805,0.819425,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.271,9.957,-1.374,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2664,0.1188,0.5357,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.729623,4425,1677784406,725354194,imu1_frame,0,0,0,,0.21467116662395308,-0.6232434570641358,-0.7189043150447493,0.22059118127680447,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.275384,0.189127,0.686011,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.187,10.521,-1.798,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2711,0.107,0.5315,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.755049,4426,1677784406,751138925,imu1_frame,0,0,0,,0.20680923711197186,-0.6275811587650285,-0.7171386566851187,0.22154903677554647,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.072796,0.375491,0.642302,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.348,9.707,-1.861,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2813,0.1001,0.527,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.779716,4427,1677784406,776005029,imu1_frame,0,0,0,,0.1971533320146595,-0.6317771687274624,-0.7159997179142203,0.22210938002926917,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.145582,0.442756,0.782434,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.527,9.578,-1.231,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2891,0.0991,0.5198,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.805458,4428,1677784406,801352739,imu1_frame,0,0,0,,0.18670369369025194,-0.6363541749616066,-0.7145794928230684,0.2226460042490687,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.157766,0.387957,0.733695,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.374,10.83,0.074,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2995,0.0827,0.5207,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.830399,4429,1677784406,825947284,imu1_frame,0,0,0,,0.17898468201906337,-0.6396567158499046,-0.7130322474115147,0.2244744609569972,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.080267,0.148053,0.647628,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.266,9.927,-0.139,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3041,0.0757,0.5124,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.854709,4430,1677784406,850862503,imu1_frame,0,0,0,,0.17154854391860885,-0.6430200381646761,-0.7104834525395961,0.22871290139718883,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.198131,0.038318,0.806206,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.918,10.083,-1.091,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3074,0.077,0.5149,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.877113,4431,1677784406,875508546,imu1_frame,0,0,0,,0.16383447264545292,-0.6467196753035205,-0.7076469149785058,0.23269673583808498,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.198156,0.120835,0.723768,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.357,10.452,-1.332,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3153,0.0747,0.509,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.904366,4432,1677784406,900813102,imu1_frame,0,0,0,,0.15650057899409783,-0.6499314518788585,-0.7054634349063643,0.23541031974674698,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.123881,0.172345,0.638856,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.47,9.975,-1.065,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.319,0.0606,0.5157,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.930355,4433,1677784406,926169157,imu1_frame,0,0,0,,0.14966737678697173,-0.6533424566125801,-0.7026934273887178,0.23867395714204576,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.242443,0.103086,0.680477,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.605,9.772,-1.463,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3201,0.0559,0.505,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.955040,4434,1677784406,950798273,imu1_frame,0,0,0,,0.14255301858510724,-0.6568367909407079,-0.6998776448090701,0.24169267522102678,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.228804,0.20102,0.688409,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.709,9.69,-1.819,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3238,0.0418,0.5103,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:26.980492,4435,1677784406,976320028,imu1_frame,0,0,0,,0.13366753758490094,-0.6597062032130282,-0.6983899350235546,0.2432533935961334,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.133756,0.360034,0.692544,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.687,9.765,-0.821,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3306,0.0372,0.5046,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.005694,4436,1677784407,1517534,imu1_frame,0,0,0,,0.12532963451985607,-0.6630101638244332,-0.6960460081292892,0.2454179291410862,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.244256,0.216716,0.70546,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.569,9.865,-0.841,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.333,0.0254,0.4992,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.029980,4437,1677784407,25833129,imu1_frame,0,0,0,,0.1174681190736373,-0.6670716967503527,-0.6926660669948876,0.24785139101837056,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.347341,0.284575,0.684297,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.714,10.44,-1.207,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3387,0.0196,0.4895,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.055086,4438,1677784407,51163673,imu1_frame,0,0,0,,0.10978696255629761,-0.670637597391929,-0.6900994408057151,0.248907206839583,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.282709,0.332737,0.598401,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.097,9.987,-0.655,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3445,0.0126,0.4893,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.079630,4439,1677784407,75664281,imu1_frame,0,0,0,,0.10258124231020248,-0.6738115955091258,-0.6874789470211317,0.2506545828151918,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.26643,0.200118,0.6341,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.122,9.246,-0.682,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3492,-0.0015,0.4865,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.105342,4440,1677784407,100869894,imu1_frame,0,0,0,,0.09481335459789489,-0.6774894742925675,-0.6837047800819223,0.2540988266517672,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.343123,0.199658,0.778479,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.648,10.021,-1.058,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3538,-0.0085,0.4782,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.129836,4441,1677784407,125910043,imu1_frame,0,0,0,,0.08661150153815396,-0.6805533981540439,-0.6806295955915418,0.2570775635235097,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.213144,0.221821,0.660303,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.885,10.87,-0.306,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3574,-0.0226,0.4809,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.154873,4442,1677784407,150833845,imu1_frame,0,0,0,,0.08057380636929776,-0.6826998771282232,-0.6781575349333201,0.2598674610439612,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.161125,0.115566,0.555462,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.927,9.524,-0.696,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3609,-0.0296,0.474,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.179259,4443,1677784407,175475358,imu1_frame,0,0,0,,0.07384820273115446,-0.6847975071101613,-0.6754851768352341,0.2632842438980341,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.2023,0.178794,0.666745,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.99,9.416,-1.311,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.361,-0.0343,0.4714,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.205035,4444,1677784407,200899362,imu1_frame,0,0,0,,0.06518911504451329,-0.6867556555145319,-0.6736116282042889,0.2652629322888633,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.216791,0.413914,0.654789,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.063,9.595,-1.057,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3657,-0.0473,0.4659,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.229949,4445,1677784407,225769281,imu1_frame,0,0,0,,0.0555864483891491,-0.6883340899912512,-0.6726038931600874,0.2659141406869717,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.216274,0.42884,0.630345,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.136,9.788,0.078,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3702,-0.0472,0.4589,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.254597,4446,1677784407,250750780,imu1_frame,0,0,0,,0.04736697087163144,-0.6899802637075332,-0.6708028640971354,0.26778185764463136,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.220516,0.203683,0.607124,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.274,9.836,0.402,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3738,-0.0636,0.4535,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.279509,4447,1677784407,275708436,imu1_frame,0,0,0,,0.04070158718902776,-0.6922790732481853,-0.6675584417739951,0.271032825243002,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.268735,0.190894,0.655809,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.488,9.578,-0.625,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3762,-0.0719,0.4495,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:13:27.305053,4448,1677784407,301106452,imu1_frame,0,0,0,,0.03340590565439468,-0.6945285463561481,-0.6644718178943595,0.2738454801306587,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.29425,0.274496,0.644424,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-3.716,9.612,-1.022,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3764,-0.079,0.4509,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
